,datetime,T,Po,P,Pa,U,Ff,ff10,VV,Td
0,2016-01-01 02:00:00,20.9,756.3,760.3,-0.003512219083875732,760.3,4.0,8.0,30.0,18.6
1,2016-01-01 03:00:00,20.9,756.3,760.3,-0.003512219083875732,760.3,4.0,8.0,30.0,18.6
2,2016-01-01 04:00:00,20.9,756.3,760.3,-0.003512219083875732,760.3,4.0,8.0,30.0,18.6
3,2016-01-01 05:00:00,20.9,756.3,760.3,-0.003512219083875732,760.3,4.0,8.0,30.0,18.6
4,2016-01-01 06:00:00,20.9,756.3,760.3,-0.003512219083875732,760.3,4.0,8.0,30.0,18.6
5,2016-01-01 07:00:00,20.9,756.3,760.3,-0.003512219083875732,760.3,4.0,8.0,30.0,18.6
6,2016-01-01 08:00:00,21.6,757.1,761.2,-0.003512219083875732,761.2,3.0,4.0,12.0,18.0
7,2016-01-01 09:00:00,21.6,757.1,761.2,-0.003512219083875732,761.2,3.0,4.0,12.0,18.0
8,2016-01-01 10:00:00,21.6,757.1,761.2,-0.003512219083875732,761.2,3.0,4.0,12.0,18.0
9,2016-01-01 11:00:00,28.1,757.6,761.5,0.5,761.5,4.0,6.0,20.0,19.1
10,2016-01-01 12:00:00,28.1,757.6,761.5,0.5,761.5,4.0,6.0,20.0,19.1
11,2016-01-01 13:00:00,28.1,757.6,761.5,0.5,761.5,4.0,6.0,20.0,19.1
12,2016-01-01 14:00:00,27.5,758.2,762.1,0.6,762.1,9.0,11.0,20.0,20.0
13,2016-01-01 15:00:00,27.5,758.2,762.1,0.6,762.1,9.0,11.0,20.0,20.0
14,2016-01-01 16:00:00,27.5,758.2,762.1,0.6,762.1,9.0,11.0,20.0,20.0
15,2016-01-01 17:00:00,26.5,758.1,762.2,-0.1,762.2,9.0,11.0,30.0,18.9
16,2016-01-01 18:00:00,26.5,758.1,762.2,-0.1,762.2,9.0,11.0,30.0,18.9
17,2016-01-01 19:00:00,26.5,758.1,762.2,-0.1,762.2,9.0,11.0,30.0,18.9
18,2016-01-01 20:00:00,23.1,758.8,763.0,0.7,763.0,7.0,9.0,25.0,18.4
19,2016-01-01 21:00:00,23.1,758.8,763.0,0.7,763.0,7.0,9.0,25.0,18.4
20,2016-01-01 22:00:00,23.1,758.8,763.0,0.7,763.0,7.0,9.0,25.0,18.4
21,2016-01-01 23:00:00,22.4,759.7,763.8,0.9,763.8,7.0,8.0,25.0,17.8
22,2016-01-02 00:00:00,22.4,759.7,763.8,0.9,763.8,7.0,8.0,25.0,17.8
23,2016-01-02 01:00:00,22.4,759.7,763.8,0.9,763.8,7.0,8.0,25.0,17.8
24,2016-01-02 02:00:00,21.2,752.4,756.4,-0.7,756.4,1.0,2.0,20.0,17.9
25,2016-01-02 03:00:00,21.2,752.4,756.4,-0.7,756.4,1.0,2.0,20.0,17.9
26,2016-01-02 04:00:00,21.2,752.4,756.4,-0.7,756.4,1.0,2.0,20.0,17.9
27,2016-01-02 05:00:00,18.6,751.5,755.5,-0.9,755.5,3.0,4.0,25.0,15.2
28,2016-01-02 06:00:00,18.6,751.5,755.5,-0.9,755.5,3.0,4.0,25.0,15.2
29,2016-01-02 07:00:00,18.6,751.5,755.5,-0.9,755.5,3.0,4.0,25.0,15.2
30,2016-01-02 08:00:00,23.8,751.9,756.1,0.4,756.1,4.0,5.0,25.0,16.4
31,2016-01-02 09:00:00,23.8,751.9,756.1,0.4,756.1,4.0,5.0,25.0,16.4
32,2016-01-02 10:00:00,23.8,751.9,756.1,0.4,756.1,4.0,5.0,25.0,16.4
33,2016-01-02 11:00:00,25.3,752.1,756.2,0.2,756.2,7.0,9.0,30.0,18.7
34,2016-01-02 12:00:00,25.3,752.1,756.2,0.2,756.2,7.0,9.0,30.0,18.7
35,2016-01-02 13:00:00,25.3,752.1,756.2,0.2,756.2,7.0,9.0,30.0,18.7
36,2016-01-02 14:00:00,26.7,752.2,756.1,0.1,756.1,9.0,11.0,30.0,19.0
37,2016-01-02 15:00:00,26.7,752.2,756.1,0.1,756.1,9.0,11.0,30.0,19.0
38,2016-01-02 16:00:00,26.7,752.2,756.1,0.1,756.1,9.0,11.0,30.0,19.0
39,2016-01-02 17:00:00,27.4,751.8,755.7,-0.4,755.7,8.0,10.0,20.0,19.1
40,2016-01-02 18:00:00,27.4,751.8,755.7,-0.4,755.7,8.0,10.0,20.0,19.1
41,2016-01-02 19:00:00,27.4,751.8,755.7,-0.4,755.7,8.0,10.0,20.0,19.1
42,2016-01-02 20:00:00,22.7,752.2,756.1,0.4,756.1,9.0,10.0,20.0,19.6
43,2016-01-02 21:00:00,22.7,752.2,756.1,0.4,756.1,9.0,10.0,20.0,19.6
44,2016-01-02 22:00:00,22.7,752.2,756.1,0.4,756.1,9.0,10.0,20.0,19.6
45,2016-01-02 23:00:00,21.4,752.9,757.0,0.7,757.0,6.0,8.0,20.0,19.1
46,2016-01-03 00:00:00,21.4,752.9,757.0,0.7,757.0,6.0,8.0,20.0,19.1
47,2016-01-03 01:00:00,21.4,752.9,757.0,0.7,757.0,6.0,8.0,20.0,19.1
48,2016-01-03 02:00:00,18.7,757.8,761.9,0.3,761.9,4.0,6.0,20.0,15.7
49,2016-01-03 03:00:00,18.7,757.8,761.9,0.3,761.9,4.0,6.0,20.0,15.7
50,2016-01-03 04:00:00,18.7,757.8,761.9,0.3,761.9,4.0,6.0,20.0,15.7
51,2016-01-03 05:00:00,16.7,757.6,761.7,-0.2,761.7,1.0,2.0,20.0,14.7
52,2016-01-03 06:00:00,16.7,757.6,761.7,-0.2,761.7,1.0,2.0,20.0,14.7
53,2016-01-03 07:00:00,16.7,757.6,761.7,-0.2,761.7,1.0,2.0,20.0,14.7
54,2016-01-03 08:00:00,16.6,759.6,763.7,2.0,763.7,2.0,3.0,18.0,14.7
55,2016-01-03 09:00:00,16.6,759.6,763.7,2.0,763.7,2.0,3.0,18.0,14.7
56,2016-01-03 10:00:00,16.6,759.6,763.7,2.0,763.7,2.0,3.0,18.0,14.7
57,2016-01-03 11:00:00,16.6,759.6,763.7,2.0,763.7,2.0,3.0,18.0,14.7
58,2016-01-03 12:00:00,16.6,759.6,763.7,2.0,763.7,2.0,3.0,18.0,14.7
59,2016-01-03 13:00:00,16.6,759.6,763.7,2.0,763.7,2.0,3.0,18.0,14.7
60,2016-01-03 14:00:00,26.4,759.1,763.0,-0.003512219083875732,763.0,3.0,5.0,40.0,14.2
61,2016-01-03 15:00:00,26.4,759.1,763.0,-0.003512219083875732,763.0,3.0,5.0,40.0,14.2
62,2016-01-03 16:00:00,26.4,759.1,763.0,-0.003512219083875732,763.0,3.0,5.0,40.0,14.2
63,2016-01-03 17:00:00,26.4,759.1,763.0,-0.003512219083875732,763.0,3.0,5.0,40.0,14.2
64,2016-01-03 18:00:00,26.4,759.1,763.0,-0.003512219083875732,763.0,3.0,5.0,40.0,14.2
65,2016-01-03 19:00:00,26.4,759.1,763.0,-0.003512219083875732,763.0,3.0,5.0,40.0,14.2
66,2016-01-03 20:00:00,20.1,759.1,763.1,-0.003512219083875732,763.1,5.0,7.0,40.0,14.6
67,2016-01-03 21:00:00,20.1,759.1,763.1,-0.003512219083875732,763.1,5.0,7.0,40.0,14.6
68,2016-01-03 22:00:00,20.1,759.1,763.1,-0.003512219083875732,763.1,5.0,7.0,40.0,14.6
69,2016-01-03 23:00:00,16.3,759.7,763.9,0.6,763.9,3.0,4.0,25.0,13.4
70,2016-01-04 00:00:00,16.3,759.7,763.9,0.6,763.9,3.0,4.0,25.0,13.4
71,2016-01-04 01:00:00,16.3,759.7,763.9,0.6,763.9,3.0,4.0,25.0,13.4
72,2016-01-04 02:00:00,12.7,756.1,760.2,-0.9,760.2,2.0,3.0,20.0,10.2
73,2016-01-04 03:00:00,12.7,756.1,760.2,-0.9,760.2,2.0,3.0,20.0,10.2
74,2016-01-04 04:00:00,12.7,756.1,760.2,-0.9,760.2,2.0,3.0,20.0,10.2
75,2016-01-04 05:00:00,14.0,755.0,759.1,-1.1,759.1,2.0,3.0,20.0,11.1
76,2016-01-04 06:00:00,14.0,755.0,759.1,-1.1,759.1,2.0,3.0,20.0,11.1
77,2016-01-04 07:00:00,14.0,755.0,759.1,-1.1,759.1,2.0,3.0,20.0,11.1
78,2016-01-04 08:00:00,14.1,755.3,759.4,0.3,759.4,3.0,6.0,40.0,11.2
79,2016-01-04 09:00:00,14.1,755.3,759.4,0.3,759.4,3.0,6.0,40.0,11.2
80,2016-01-04 10:00:00,14.1,755.3,759.4,0.3,759.4,3.0,6.0,40.0,11.2
81,2016-01-04 11:00:00,18.1,756.3,760.3,1.0,760.3,7.0,12.0,30.0,11.1
82,2016-01-04 12:00:00,18.1,756.3,760.3,1.0,760.3,7.0,12.0,30.0,11.1
83,2016-01-04 13:00:00,18.1,756.3,760.3,1.0,760.3,7.0,12.0,30.0,11.1
84,2016-01-04 14:00:00,20.7,755.7,759.7,-0.6,759.7,12.0,15.0,40.0,10.5
85,2016-01-04 15:00:00,20.7,755.7,759.7,-0.6,759.7,12.0,15.0,40.0,10.5
86,2016-01-04 16:00:00,20.7,755.7,759.7,-0.6,759.7,12.0,15.0,40.0,10.5
87,2016-01-04 17:00:00,18.8,756.0,760.0,0.3,760.0,10.0,13.0,25.0,13.0
88,2016-01-04 18:00:00,18.8,756.0,760.0,0.3,760.0,10.0,13.0,25.0,13.0
89,2016-01-04 19:00:00,18.8,756.0,760.0,0.3,760.0,10.0,13.0,25.0,13.0
90,2016-01-04 20:00:00,16.2,757.1,761.2,1.1,761.2,4.0,11.0,20.0,13.4
91,2016-01-04 21:00:00,16.2,757.1,761.2,1.1,761.2,4.0,11.0,20.0,13.4
92,2016-01-04 22:00:00,16.2,757.1,761.2,1.1,761.2,4.0,11.0,20.0,13.4
93,2016-01-04 23:00:00,14.5,757.9,762.1,0.8,762.1,2.0,3.0,40.0,12.9
94,2016-01-05 00:00:00,14.5,757.9,762.1,0.8,762.1,2.0,3.0,40.0,12.9
95,2016-01-05 01:00:00,14.5,757.9,762.1,0.8,762.1,2.0,3.0,40.0,12.9
96,2016-01-05 02:00:00,10.7,763.0,767.2,-0.8,767.2,2.0,3.0,40.0,7.7
97,2016-01-05 03:00:00,10.7,763.0,767.2,-0.8,767.2,2.0,3.0,40.0,7.7
98,2016-01-05 04:00:00,10.7,763.0,767.2,-0.8,767.2,2.0,3.0,40.0,7.7
99,2016-01-05 05:00:00,9.0,762.7,766.9,-0.3,766.9,1.0,2.0,2.0,7.6
100,2016-01-05 06:00:00,9.0,762.7,766.9,-0.3,766.9,1.0,2.0,2.0,7.6
101,2016-01-05 07:00:00,9.0,762.7,766.9,-0.3,766.9,1.0,2.0,2.0,7.6
102,2016-01-05 08:00:00,6.5,763.0,767.2,0.3,767.2,1.0,2.0,15.0,5.3
103,2016-01-05 09:00:00,6.5,763.0,767.2,0.3,767.2,1.0,2.0,15.0,5.3
104,2016-01-05 10:00:00,6.5,763.0,767.2,0.3,767.2,1.0,2.0,15.0,5.3
105,2016-01-05 11:00:00,16.2,763.5,767.7,0.5,767.7,4.0,5.0,30.0,8.5
106,2016-01-05 12:00:00,16.2,763.5,767.7,0.5,767.7,4.0,5.0,30.0,8.5
107,2016-01-05 13:00:00,16.2,763.5,767.7,0.5,767.7,4.0,5.0,30.0,8.5
108,2016-01-05 14:00:00,18.1,761.8,766.0,-1.7,766.0,3.0,5.0,30.0,8.5
109,2016-01-05 15:00:00,18.1,761.8,766.0,-1.7,766.0,3.0,5.0,30.0,8.5
110,2016-01-05 16:00:00,18.1,761.8,766.0,-1.7,766.0,3.0,5.0,30.0,8.5
111,2016-01-05 17:00:00,16.8,761.9,766.0,0.1,766.0,4.0,6.0,40.0,10.2
112,2016-01-05 18:00:00,16.8,761.9,766.0,0.1,766.0,4.0,6.0,40.0,10.2
113,2016-01-05 19:00:00,16.8,761.9,766.0,0.1,766.0,4.0,6.0,40.0,10.2
114,2016-01-05 20:00:00,13.8,762.5,766.6,0.6,766.6,2.0,3.0,30.0,10.6
115,2016-01-05 21:00:00,13.8,762.5,766.6,0.6,766.6,2.0,3.0,30.0,10.6
116,2016-01-05 22:00:00,13.8,762.5,766.6,0.6,766.6,2.0,3.0,30.0,10.6
117,2016-01-05 23:00:00,15.0,762.7,766.8,0.2,766.8,1.0,1.0,20.0,11.9
118,2016-01-06 00:00:00,15.0,762.7,766.8,0.2,766.8,1.0,1.0,20.0,11.9
119,2016-01-06 01:00:00,15.0,762.7,766.8,0.2,766.8,1.0,1.0,20.0,11.9
120,2016-01-06 02:00:00,12.4,757.9,762.1,0.7,762.1,3.0,4.0,20.0,9.0
121,2016-01-06 03:00:00,12.4,757.9,762.1,0.7,762.1,3.0,4.0,20.0,9.0
122,2016-01-06 04:00:00,12.4,757.9,762.1,0.7,762.1,3.0,4.0,20.0,9.0
123,2016-01-06 05:00:00,14.9,758.2,762.3,0.3,762.3,5.0,7.0,30.0,11.7
124,2016-01-06 06:00:00,14.9,758.2,762.3,0.3,762.3,5.0,7.0,30.0,11.7
125,2016-01-06 07:00:00,14.9,758.2,762.3,0.3,762.3,5.0,7.0,30.0,11.7
126,2016-01-06 08:00:00,12.9,759.2,763.3,1.0,763.3,6.0,7.0,20.0,11.4
127,2016-01-06 09:00:00,12.9,759.2,763.3,1.0,763.3,6.0,7.0,20.0,11.4
128,2016-01-06 10:00:00,12.9,759.2,763.3,1.0,763.3,6.0,7.0,20.0,11.4
129,2016-01-06 11:00:00,16.4,760.4,764.5,1.2,764.5,3.0,6.0,20.0,12.9
130,2016-01-06 12:00:00,16.4,760.4,764.5,1.2,764.5,3.0,6.0,20.0,12.9
131,2016-01-06 13:00:00,16.4,760.4,764.5,1.2,764.5,3.0,6.0,20.0,12.9
132,2016-01-06 14:00:00,18.7,760.1,764.2,-0.3,764.2,7.0,11.0,15.0,13.4
133,2016-01-06 15:00:00,18.7,760.1,764.2,-0.3,764.2,7.0,11.0,15.0,13.4
134,2016-01-06 16:00:00,18.7,760.1,764.2,-0.3,764.2,7.0,11.0,15.0,13.4
135,2016-01-06 17:00:00,17.0,761.3,765.5,1.2,765.5,6.0,8.0,20.0,13.4
136,2016-01-06 18:00:00,17.0,761.3,765.5,1.2,765.5,6.0,8.0,20.0,13.4
137,2016-01-06 19:00:00,17.0,761.3,765.5,1.2,765.5,6.0,8.0,20.0,13.4
138,2016-01-06 20:00:00,15.6,762.7,766.9,1.4,766.9,3.0,5.0,20.0,13.5
139,2016-01-06 21:00:00,15.6,762.7,766.9,1.4,766.9,3.0,5.0,20.0,13.5
140,2016-01-06 22:00:00,15.6,762.7,766.9,1.4,766.9,3.0,5.0,20.0,13.5
141,2016-01-06 23:00:00,15.2,763.6,767.7,0.9,767.7,1.0,2.0,20.0,13.4
142,2016-01-07 00:00:00,15.2,763.6,767.7,0.9,767.7,1.0,2.0,20.0,13.4
143,2016-01-07 01:00:00,15.2,763.6,767.7,0.9,767.7,1.0,2.0,20.0,13.4
144,2016-01-07 02:00:00,13.4,757.2,761.3,0.8,761.3,7.0,11.0,15.0,10.9
145,2016-01-07 03:00:00,13.4,757.2,761.3,0.8,761.3,7.0,11.0,15.0,10.9
146,2016-01-07 04:00:00,13.4,757.2,761.3,0.8,761.3,7.0,11.0,15.0,10.9
147,2016-01-07 05:00:00,13.5,758.0,762.1,0.8,762.1,6.0,11.0,20.0,4.6
148,2016-01-07 06:00:00,13.5,758.0,762.1,0.8,762.1,6.0,11.0,20.0,4.6
149,2016-01-07 07:00:00,13.5,758.0,762.1,0.8,762.1,6.0,11.0,20.0,4.6
150,2016-01-07 08:00:00,12.0,759.7,763.9,1.7,763.9,6.0,11.0,20.0,6.0
151,2016-01-07 09:00:00,12.0,759.7,763.9,1.7,763.9,6.0,11.0,20.0,6.0
152,2016-01-07 10:00:00,12.0,759.7,763.9,1.7,763.9,6.0,11.0,20.0,6.0
153,2016-01-07 11:00:00,12.0,759.7,763.9,1.7,763.9,6.0,11.0,20.0,6.0
154,2016-01-07 12:00:00,12.0,759.7,763.9,1.7,763.9,6.0,11.0,20.0,6.0
155,2016-01-07 13:00:00,12.0,759.7,763.9,1.7,763.9,6.0,11.0,20.0,6.0
156,2016-01-07 14:00:00,12.9,763.9,768.1,-0.003512219083875732,768.1,8.0,10.0,20.0,2.3
157,2016-01-07 15:00:00,12.9,763.9,768.1,-0.003512219083875732,768.1,8.0,10.0,20.0,2.3
158,2016-01-07 16:00:00,12.9,763.9,768.1,-0.003512219083875732,768.1,8.0,10.0,20.0,2.3
159,2016-01-07 17:00:00,9.7,766.4,770.7,2.5,770.7,6.0,9.0,20.0,3.8
160,2016-01-07 18:00:00,9.7,766.4,770.7,2.5,770.7,6.0,9.0,20.0,3.8
161,2016-01-07 19:00:00,9.7,766.4,770.7,2.5,770.7,6.0,9.0,20.0,3.8
162,2016-01-07 20:00:00,8.7,768.7,772.9,2.3,772.9,3.0,4.0,20.0,2.6
163,2016-01-07 21:00:00,8.7,768.7,772.9,2.3,772.9,3.0,4.0,20.0,2.6
164,2016-01-07 22:00:00,8.7,768.7,772.9,2.3,772.9,3.0,4.0,20.0,2.6
165,2016-01-07 23:00:00,6.8,770.5,774.7,1.8,774.7,2.0,2.0,20.0,4.0
166,2016-01-08 00:00:00,6.8,770.5,774.7,1.8,774.7,2.0,2.0,20.0,4.0
167,2016-01-08 01:00:00,6.8,770.5,774.7,1.8,774.7,2.0,2.0,20.0,4.0
168,2016-01-08 02:00:00,12.7,762.1,766.3,0.5,766.3,5.0,8.0,20.0,9.1
169,2016-01-08 03:00:00,12.7,762.1,766.3,0.5,766.3,5.0,8.0,20.0,9.1
170,2016-01-08 04:00:00,12.7,762.1,766.3,0.5,766.3,5.0,8.0,20.0,9.1
171,2016-01-08 05:00:00,12.5,761.9,766.1,-0.2,766.1,5.0,7.0,20.0,8.8
172,2016-01-08 06:00:00,12.5,761.9,766.1,-0.2,766.1,5.0,7.0,20.0,8.8
173,2016-01-08 07:00:00,12.5,761.9,766.1,-0.2,766.1,5.0,7.0,20.0,8.8
174,2016-01-08 08:00:00,12.3,762.8,767.0,0.9,767.0,6.0,8.0,20.0,9.0
175,2016-01-08 09:00:00,12.3,762.8,767.0,0.9,767.0,6.0,8.0,20.0,9.0
176,2016-01-08 10:00:00,12.3,762.8,767.0,0.9,767.0,6.0,8.0,20.0,9.0
177,2016-01-08 11:00:00,16.3,763.7,767.8,0.9,767.8,5.0,7.0,20.0,9.5
178,2016-01-08 12:00:00,16.3,763.7,767.8,0.9,767.8,5.0,7.0,20.0,9.5
179,2016-01-08 13:00:00,16.3,763.7,767.8,0.9,767.8,5.0,7.0,20.0,9.5
180,2016-01-08 14:00:00,18.7,762.2,766.4,-1.5,766.4,2.0,6.0,30.0,10.4
181,2016-01-08 15:00:00,18.7,762.2,766.4,-1.5,766.4,2.0,6.0,30.0,10.4
182,2016-01-08 16:00:00,18.7,762.2,766.4,-1.5,766.4,2.0,6.0,30.0,10.4
183,2016-01-08 17:00:00,17.8,761.5,765.7,-0.7,765.7,3.0,4.0,30.0,10.6
184,2016-01-08 18:00:00,17.8,761.5,765.7,-0.7,765.7,3.0,4.0,30.0,10.6
185,2016-01-08 19:00:00,17.8,761.5,765.7,-0.7,765.7,3.0,4.0,30.0,10.6
186,2016-01-08 20:00:00,12.5,761.4,765.6,-0.1,765.6,2.0,3.0,20.0,9.8
187,2016-01-08 21:00:00,12.5,761.4,765.6,-0.1,765.6,2.0,3.0,20.0,9.8
188,2016-01-08 22:00:00,12.5,761.4,765.6,-0.1,765.6,2.0,3.0,20.0,9.8
189,2016-01-08 23:00:00,9.4,760.8,765.0,-0.6,765.0,2.0,2.0,20.0,8.4
190,2016-01-09 00:00:00,9.4,760.8,765.0,-0.6,765.0,2.0,2.0,20.0,8.4
191,2016-01-09 01:00:00,9.4,760.8,765.0,-0.6,765.0,2.0,2.0,20.0,8.4
192,2016-01-09 02:00:00,12.8,760.3,764.5,0.6,764.5,2.0,3.0,20.0,11.1
193,2016-01-09 03:00:00,12.8,760.3,764.5,0.6,764.5,2.0,3.0,20.0,11.1
194,2016-01-09 04:00:00,12.8,760.3,764.5,0.6,764.5,2.0,3.0,20.0,11.1
195,2016-01-09 05:00:00,12.8,760.7,764.9,0.4,764.9,3.0,3.0,20.0,11.1
196,2016-01-09 06:00:00,12.8,760.7,764.9,0.4,764.9,3.0,3.0,20.0,11.1
197,2016-01-09 07:00:00,12.8,760.7,764.9,0.4,764.9,3.0,3.0,20.0,11.1
198,2016-01-09 08:00:00,13.2,762.6,766.8,1.9,766.8,2.0,3.0,20.0,11.4
199,2016-01-09 09:00:00,13.2,762.6,766.8,1.9,766.8,2.0,3.0,20.0,11.4
200,2016-01-09 10:00:00,13.2,762.6,766.8,1.9,766.8,2.0,3.0,20.0,11.4
201,2016-01-09 11:00:00,15.8,763.9,768.1,1.3,768.1,2.0,2.0,20.0,10.7
202,2016-01-09 12:00:00,15.8,763.9,768.1,1.3,768.1,2.0,2.0,20.0,10.7
203,2016-01-09 13:00:00,15.8,763.9,768.1,1.3,768.1,2.0,2.0,20.0,10.7
204,2016-01-09 14:00:00,17.7,763.3,767.5,-0.6,767.5,4.0,9.0,40.0,7.4
205,2016-01-09 15:00:00,17.7,763.3,767.5,-0.6,767.5,4.0,9.0,40.0,7.4
206,2016-01-09 16:00:00,17.7,763.3,767.5,-0.6,767.5,4.0,9.0,40.0,7.4
207,2016-01-09 17:00:00,14.6,764.5,768.6,1.2,768.6,6.0,7.0,30.0,8.9
208,2016-01-09 18:00:00,14.6,764.5,768.6,1.2,768.6,6.0,7.0,30.0,8.9
209,2016-01-09 19:00:00,14.6,764.5,768.6,1.2,768.6,6.0,7.0,30.0,8.9
210,2016-01-09 20:00:00,13.4,765.2,769.4,0.7,769.4,5.0,7.0,20.0,9.1
211,2016-01-09 21:00:00,13.4,765.2,769.4,0.7,769.4,5.0,7.0,20.0,9.1
212,2016-01-09 22:00:00,13.4,765.2,769.4,0.7,769.4,5.0,7.0,20.0,9.1
213,2016-01-09 23:00:00,12.7,766.0,770.2,0.8,770.2,2.0,3.0,20.0,9.4
214,2016-01-10 00:00:00,12.7,766.0,770.2,0.8,770.2,2.0,3.0,20.0,9.4
215,2016-01-10 01:00:00,12.7,766.0,770.2,0.8,770.2,2.0,3.0,20.0,9.4
216,2016-01-10 02:00:00,14.0,762.6,766.7,-0.4,766.7,2.0,2.0,15.0,10.4
217,2016-01-10 03:00:00,14.0,762.6,766.7,-0.4,766.7,2.0,2.0,15.0,10.4
218,2016-01-10 04:00:00,14.0,762.6,766.7,-0.4,766.7,2.0,2.0,15.0,10.4
219,2016-01-10 05:00:00,13.1,762.3,766.5,-0.3,766.5,1.0,1.0,15.0,11.6
220,2016-01-10 06:00:00,13.1,762.3,766.5,-0.3,766.5,1.0,1.0,15.0,11.6
221,2016-01-10 07:00:00,13.1,762.3,766.5,-0.3,766.5,1.0,1.0,15.0,11.6
222,2016-01-10 08:00:00,15.2,763.2,767.4,0.9,767.4,5.0,7.0,25.0,10.1
223,2016-01-10 09:00:00,15.2,763.2,767.4,0.9,767.4,5.0,7.0,25.0,10.1
224,2016-01-10 10:00:00,15.2,763.2,767.4,0.9,767.4,5.0,7.0,25.0,10.1
225,2016-01-10 11:00:00,15.2,763.2,767.4,0.9,767.4,5.0,7.0,25.0,10.1
226,2016-01-10 12:00:00,15.2,763.2,767.4,0.9,767.4,5.0,7.0,25.0,10.1
227,2016-01-10 13:00:00,15.2,763.2,767.4,0.9,767.4,5.0,7.0,25.0,10.1
228,2016-01-10 14:00:00,19.5,762.7,766.7,-0.003512219083875732,766.7,8.0,10.0,40.0,9.9
229,2016-01-10 15:00:00,19.5,762.7,766.7,-0.003512219083875732,766.7,8.0,10.0,40.0,9.9
230,2016-01-10 16:00:00,19.5,762.7,766.7,-0.003512219083875732,766.7,8.0,10.0,40.0,9.9
231,2016-01-10 17:00:00,17.8,762.4,766.5,-0.3,766.5,10.0,10.0,40.0,10.2
232,2016-01-10 18:00:00,17.8,762.4,766.5,-0.3,766.5,10.0,10.0,40.0,10.2
233,2016-01-10 19:00:00,17.8,762.4,766.5,-0.3,766.5,10.0,10.0,40.0,10.2
234,2016-01-10 20:00:00,15.3,762.9,767.0,0.5,767.0,8.0,10.0,40.0,10.3
235,2016-01-10 21:00:00,15.3,762.9,767.0,0.5,767.0,8.0,10.0,40.0,10.3
236,2016-01-10 22:00:00,15.3,762.9,767.0,0.5,767.0,8.0,10.0,40.0,10.3
237,2016-01-10 23:00:00,14.7,763.6,767.8,0.7,767.8,7.0,9.0,25.0,11.0
238,2016-01-11 00:00:00,14.7,763.6,767.8,0.7,767.8,7.0,9.0,25.0,11.0
239,2016-01-11 01:00:00,14.7,763.6,767.8,0.7,767.8,7.0,9.0,25.0,11.0
240,2016-01-11 02:00:00,16.4,760.0,764.2,-0.9,764.2,8.0,10.0,30.0,13.7
241,2016-01-11 03:00:00,16.4,760.0,764.2,-0.9,764.2,8.0,10.0,30.0,13.7
242,2016-01-11 04:00:00,16.4,760.0,764.2,-0.9,764.2,8.0,10.0,30.0,13.7
243,2016-01-11 05:00:00,16.4,760.0,764.2,-0.9,764.2,8.0,10.0,30.0,13.7
244,2016-01-11 06:00:00,16.4,760.0,764.2,-0.9,764.2,8.0,10.0,30.0,13.7
245,2016-01-11 07:00:00,16.4,760.0,764.2,-0.9,764.2,8.0,10.0,30.0,13.7
246,2016-01-11 08:00:00,19.0,760.1,764.2,-0.003512219083875732,764.2,6.0,9.0,30.0,12.5
247,2016-01-11 09:00:00,19.0,760.1,764.2,-0.003512219083875732,764.2,6.0,9.0,30.0,12.5
248,2016-01-11 10:00:00,19.0,760.1,764.2,-0.003512219083875732,764.2,6.0,9.0,30.0,12.5
249,2016-01-11 11:00:00,24.3,759.2,763.2,-0.9,763.2,7.0,8.0,20.0,14.4
250,2016-01-11 12:00:00,24.3,759.2,763.2,-0.9,763.2,7.0,8.0,20.0,14.4
251,2016-01-11 13:00:00,24.3,759.2,763.2,-0.9,763.2,7.0,8.0,20.0,14.4
252,2016-01-11 14:00:00,24.5,758.2,762.2,-1.0,762.2,8.0,9.0,30.0,15.1
253,2016-01-11 15:00:00,24.5,758.2,762.2,-1.0,762.2,8.0,9.0,30.0,15.1
254,2016-01-11 16:00:00,24.5,758.2,762.2,-1.0,762.2,8.0,9.0,30.0,15.1
255,2016-01-11 17:00:00,20.2,757.5,761.5,-0.7,761.5,8.0,10.0,10.0,14.2
256,2016-01-11 18:00:00,20.2,757.5,761.5,-0.7,761.5,8.0,10.0,10.0,14.2
257,2016-01-11 19:00:00,20.2,757.5,761.5,-0.7,761.5,8.0,10.0,10.0,14.2
258,2016-01-11 20:00:00,18.0,757.2,761.2,-0.3,761.2,7.0,9.0,10.0,14.8
259,2016-01-11 21:00:00,18.0,757.2,761.2,-0.3,761.2,7.0,9.0,10.0,14.8
260,2016-01-11 22:00:00,18.0,757.2,761.2,-0.3,761.2,7.0,9.0,10.0,14.8
261,2016-01-11 23:00:00,17.0,757.0,761.0,-0.2,761.0,5.0,6.0,20.0,14.1
262,2016-01-12 00:00:00,17.0,757.0,761.0,-0.2,761.0,5.0,6.0,20.0,14.1
263,2016-01-12 01:00:00,17.0,757.0,761.0,-0.2,761.0,5.0,6.0,20.0,14.1
264,2016-01-12 02:00:00,17.9,758.8,762.8,-0.4,762.8,8.0,10.0,40.0,12.1
265,2016-01-12 03:00:00,17.9,758.8,762.8,-0.4,762.8,8.0,10.0,40.0,12.1
266,2016-01-12 04:00:00,17.9,758.8,762.8,-0.4,762.8,8.0,10.0,40.0,12.1
267,2016-01-12 05:00:00,17.3,758.7,762.8,-0.1,762.8,6.0,8.0,40.0,12.1
