,Local time in Cape Town,T,Po,P,Pa,U,DD,Ff,ff10,Td
1954,2019-03-23 12:00:00,17.1,754.7,758.8,0.2,758.8,Wind blowing from the south-west,5.0,6.0,13.6
1955,2019-03-23 13:00:00,17.1,754.7,758.8,0.2,758.8,Wind blowing from the south-west,5.0,6.0,13.6
1956,2019-03-23 14:00:00,25.3,754.3,758.3,0.004967367657722998,758.3,Wind blowing from the south-west,4.0,5.0,13.9
1957,2019-03-23 15:00:00,25.3,754.3,758.3,0.004967367657722998,758.3,Wind blowing from the south-west,4.0,5.0,13.9
1958,2019-03-23 16:00:00,25.3,754.3,758.3,0.004967367657722998,758.3,Wind blowing from the south-west,4.0,5.0,13.9
1959,2019-03-23 17:00:00,25.3,754.3,758.3,0.0,758.3,Wind blowing from the south-west,4.0,6.926041261191125,13.9
1960,2019-03-23 18:00:00,25.3,754.3,758.3,0.0,758.3,Wind blowing from the south-west,4.0,6.926041261191125,13.9
1961,2019-03-23 19:00:00,25.3,754.3,758.3,0.0,758.3,Wind blowing from the south-west,4.0,6.926041261191125,13.9
1962,2019-03-23 20:00:00,19.1,752.8,756.8,-1.5,756.8,Wind blowing from the south-west,5.0,6.926041261191125,15.7
1963,2019-03-23 21:00:00,19.1,752.8,756.8,-1.5,756.8,Wind blowing from the south-west,5.0,6.926041261191125,15.7
1964,2019-03-23 22:00:00,19.1,752.8,756.8,-1.5,756.8,Wind blowing from the south-west,5.0,6.926041261191125,15.7
1965,2019-03-23 23:00:00,17.9,753.1,757.2,0.3,757.2,Wind blowing from the south-west,5.0,6.0,15.7
1966,2019-03-24 00:00:00,17.9,753.1,757.2,0.3,757.2,Wind blowing from the south-west,5.0,6.0,15.7
1967,2019-03-24 01:00:00,17.9,753.1,757.2,0.3,757.2,Wind blowing from the south-west,5.0,6.0,15.7
1968,2019-03-24 02:00:00,17.0,753.4,757.5,0.3,757.5,Wind blowing from the south-west,4.0,6.926041261191125,15.9
1969,2019-03-24 03:00:00,17.0,753.4,757.5,0.3,757.5,Wind blowing from the south-west,4.0,6.926041261191125,15.9
1970,2019-03-24 04:00:00,17.0,753.4,757.5,0.3,757.5,Wind blowing from the south-west,4.0,6.926041261191125,15.9
1971,2019-03-24 05:00:00,17.0,753.4,757.6,0.0,757.6,Wind blowing from the south-southwest,5.0,9.0,15.8
1972,2019-03-24 06:00:00,17.0,753.4,757.6,0.0,757.6,Wind blowing from the south-southwest,5.0,9.0,15.8
1973,2019-03-24 07:00:00,17.0,753.4,757.6,0.0,757.6,Wind blowing from the south-southwest,5.0,9.0,15.8
1974,2019-03-24 08:00:00,18.6,755.3,759.4,1.9,759.4,Wind blowing from the south-southwest,5.0,6.0,16.5
1975,2019-03-24 09:00:00,18.6,755.3,759.4,1.9,759.4,Wind blowing from the south-southwest,5.0,6.0,16.5
1976,2019-03-24 10:00:00,18.6,755.3,759.4,1.9,759.4,Wind blowing from the south-southwest,5.0,6.0,16.5
1977,2019-03-24 11:00:00,18.6,755.3,759.4,0.0,759.4,Wind blowing from the south-southwest,5.0,5.0,16.5
1978,2019-03-24 12:00:00,18.6,755.3,759.4,0.0,759.4,Wind blowing from the south-southwest,5.0,5.0,16.5
1979,2019-03-24 13:00:00,18.6,755.3,759.4,0.0,759.4,Wind blowing from the south-southwest,5.0,5.0,16.5
1980,2019-03-24 14:00:00,23.9,756.6,760.9,1.3,760.9,Wind blowing from the south,10.0,13.0,17.9
1981,2019-03-24 15:00:00,23.9,756.6,760.9,1.3,760.9,Wind blowing from the south,10.0,13.0,17.9
1982,2019-03-24 16:00:00,23.9,756.6,760.9,1.3,760.9,Wind blowing from the south,10.0,13.0,17.9
1983,2019-03-24 17:00:00,22.4,756.6,760.9,0.0,760.9,Wind blowing from the south,9.0,11.0,18.1
1984,2019-03-24 18:00:00,22.4,756.6,760.9,0.0,760.9,Wind blowing from the south,9.0,11.0,18.1
1985,2019-03-24 19:00:00,22.4,756.6,760.9,0.0,760.9,Wind blowing from the south,9.0,11.0,18.1
1986,2019-03-24 20:00:00,19.4,757.6,761.8,1.0,761.8,Wind blowing from the south,7.0,8.0,16.5
1987,2019-03-24 21:00:00,19.4,757.6,761.8,1.0,761.8,Wind blowing from the south,7.0,8.0,16.5
1988,2019-03-24 22:00:00,19.4,757.6,761.8,1.0,761.8,Wind blowing from the south,7.0,8.0,16.5
1989,2019-03-24 23:00:00,18.6,758.5,762.6,0.9,762.6,Wind blowing from the south,7.0,9.0,15.8
1990,2019-03-25 00:00:00,18.6,758.5,762.6,0.9,762.6,Wind blowing from the south,7.0,9.0,15.8
1991,2019-03-25 01:00:00,18.6,758.5,762.6,0.9,762.6,Wind blowing from the south,7.0,9.0,15.8
1992,2019-03-25 02:00:00,18.3,758.5,762.5,0.0,762.5,Wind blowing from the south,7.0,8.0,15.6
1993,2019-03-25 03:00:00,18.3,758.5,762.5,0.0,762.5,Wind blowing from the south,7.0,8.0,15.6
1994,2019-03-25 04:00:00,18.3,758.5,762.5,0.0,762.5,Wind blowing from the south,7.0,8.0,15.6
1995,2019-03-25 05:00:00,17.7,759.1,763.1,0.6,763.1,Wind blowing from the south,7.0,8.0,17.0
1996,2019-03-25 06:00:00,17.7,759.1,763.1,0.6,763.1,Wind blowing from the south,7.0,8.0,17.0
1997,2019-03-25 07:00:00,17.7,759.1,763.1,0.6,763.1,Wind blowing from the south,7.0,8.0,17.0
1998,2019-03-25 08:00:00,17.7,759.1,763.1,0.0,763.1,Wind blowing from the south,7.0,10.0,17.0
1999,2019-03-25 09:00:00,17.7,759.1,763.1,0.0,763.1,Wind blowing from the south,7.0,10.0,17.0
2000,2019-03-25 10:00:00,17.7,759.1,763.1,0.0,763.1,Wind blowing from the south,7.0,10.0,17.0
2001,2019-03-25 11:00:00,20.9,760.9,765.1,1.8,765.1,Wind blowing from the south,11.0,13.0,14.1
2002,2019-03-25 12:00:00,20.9,760.9,765.1,1.8,765.1,Wind blowing from the south,11.0,13.0,14.1
2003,2019-03-25 13:00:00,20.9,760.9,765.1,1.8,765.1,Wind blowing from the south,11.0,13.0,14.1
2004,2019-03-25 14:00:00,22.8,760.1,764.2,-0.8,764.2,Wind blowing from the south,11.0,13.0,12.2
2005,2019-03-25 15:00:00,22.8,760.1,764.2,-0.8,764.2,Wind blowing from the south,11.0,13.0,12.2
2006,2019-03-25 16:00:00,22.8,760.1,764.2,-0.8,764.2,Wind blowing from the south,11.0,13.0,12.2
2007,2019-03-25 17:00:00,20.0,760.5,764.5,0.4,764.5,Wind blowing from the south,12.0,14.0,12.6
2008,2019-03-25 18:00:00,20.0,760.5,764.5,0.4,764.5,Wind blowing from the south,12.0,14.0,12.6
2009,2019-03-25 19:00:00,20.0,760.5,764.5,0.4,764.5,Wind blowing from the south,12.0,14.0,12.6
2010,2019-03-25 20:00:00,17.2,760.6,764.8,0.1,764.8,Wind blowing from the south,9.0,11.0,13.0
2011,2019-03-25 21:00:00,17.2,760.6,764.8,0.1,764.8,Wind blowing from the south,9.0,11.0,13.0
2012,2019-03-25 22:00:00,17.2,760.6,764.8,0.1,764.8,Wind blowing from the south,9.0,11.0,13.0
2013,2019-03-25 23:00:00,17.2,760.6,764.8,0.0,764.8,Wind blowing from the south,9.0,11.0,13.0
2014,2019-03-26 00:00:00,17.2,760.6,764.8,0.0,764.8,Wind blowing from the south,9.0,11.0,13.0
2015,2019-03-26 01:00:00,17.2,760.6,764.8,0.0,764.8,Wind blowing from the south,9.0,11.0,13.0
2016,2019-03-26 02:00:00,16.9,760.3,764.5,-0.3,764.5,Wind blowing from the south,10.0,10.0,12.3
2017,2019-03-26 03:00:00,16.9,760.3,764.5,-0.3,764.5,Wind blowing from the south,10.0,10.0,12.3
2018,2019-03-26 04:00:00,16.9,760.3,764.5,-0.3,764.5,Wind blowing from the south,10.0,10.0,12.3
2019,2019-03-26 05:00:00,17.0,759.1,763.2,-1.2,763.2,Wind blowing from the south,10.0,10.0,11.6
2020,2019-03-26 06:00:00,17.0,759.1,763.2,-1.2,763.2,Wind blowing from the south,10.0,10.0,11.6
2021,2019-03-26 07:00:00,17.0,759.1,763.2,-1.2,763.2,Wind blowing from the south,10.0,10.0,11.6
2022,2019-03-26 08:00:00,18.4,759.6,763.7,0.5,763.7,Wind blowing from the south,3.0,6.0,11.0
2023,2019-03-26 09:00:00,18.4,759.6,763.7,0.5,763.7,Wind blowing from the south,3.0,6.0,11.0
2024,2019-03-26 10:00:00,18.4,759.6,763.7,0.5,763.7,Wind blowing from the south,3.0,6.0,11.0
2025,2019-03-26 11:00:00,23.7,760.0,764.2,0.4,764.2,Wind blowing from the south-southeast,1.0,2.0,8.8
2026,2019-03-26 12:00:00,23.7,760.0,764.2,0.4,764.2,Wind blowing from the south-southeast,1.0,2.0,8.8
2027,2019-03-26 13:00:00,23.7,760.0,764.2,0.4,764.2,Wind blowing from the south-southeast,1.0,2.0,8.8
2028,2019-03-26 14:00:00,25.7,759.2,763.2,-0.8,763.2,Wind blowing from the south-southwest,7.0,9.0,11.4
2029,2019-03-26 15:00:00,25.7,759.2,763.2,-0.8,763.2,Wind blowing from the south-southwest,7.0,9.0,11.4
2030,2019-03-26 16:00:00,25.7,759.2,763.2,-0.8,763.2,Wind blowing from the south-southwest,7.0,9.0,11.4
2031,2019-03-26 17:00:00,22.7,758.0,762.1,-1.2,762.1,Wind blowing from the south-southwest,6.0,8.0,12.8
2032,2019-03-26 18:00:00,22.7,758.0,762.1,-1.2,762.1,Wind blowing from the south-southwest,6.0,8.0,12.8
2033,2019-03-26 19:00:00,22.7,758.0,762.1,-1.2,762.1,Wind blowing from the south-southwest,6.0,8.0,12.8
2034,2019-03-26 20:00:00,19.7,757.9,762.0,-0.1,762.0,Wind blowing from the south-west,5.0,7.0,13.3
2035,2019-03-26 21:00:00,19.7,757.9,762.0,-0.1,762.0,Wind blowing from the south-west,5.0,7.0,13.3
2036,2019-03-26 22:00:00,19.7,757.9,762.0,-0.1,762.0,Wind blowing from the south-west,5.0,7.0,13.3
2037,2019-03-26 23:00:00,19.4,757.2,761.3,-0.7,761.3,Wind blowing from the south,4.0,7.0,12.8
2038,2019-03-27 00:00:00,19.4,757.2,761.3,-0.7,761.3,Wind blowing from the south,4.0,7.0,12.8
2039,2019-03-27 01:00:00,19.4,757.2,761.3,-0.7,761.3,Wind blowing from the south,4.0,7.0,12.8
2040,2019-03-27 02:00:00,16.2,756.4,760.5,-0.8,760.5,Wind blowing from the south,2.0,3.0,12.1
2041,2019-03-27 03:00:00,16.2,756.4,760.5,-0.8,760.5,Wind blowing from the south,2.0,3.0,12.1
2042,2019-03-27 04:00:00,16.2,756.4,760.5,-0.8,760.5,Wind blowing from the south,2.0,3.0,12.1
2043,2019-03-27 05:00:00,13.4,755.8,760.0,-0.6,760.0,Wind blowing from the east-northeast,2.0,6.926041261191125,11.1
2044,2019-03-27 06:00:00,13.4,755.8,760.0,-0.6,760.0,Wind blowing from the east-northeast,2.0,6.926041261191125,11.1
2045,2019-03-27 07:00:00,13.4,755.8,760.0,-0.6,760.0,Wind blowing from the east-northeast,2.0,6.926041261191125,11.1
2046,2019-03-27 08:00:00,15.8,757.0,761.2,1.2,761.2,Wind blowing from the north,3.0,5.0,12.3
2047,2019-03-27 09:00:00,15.8,757.0,761.2,1.2,761.2,Wind blowing from the north,3.0,5.0,12.3
2048,2019-03-27 10:00:00,15.8,757.0,761.2,1.2,761.2,Wind blowing from the north,3.0,5.0,12.3
2049,2019-03-27 11:00:00,24.9,757.6,761.7,0.6,761.7,Wind blowing from the north-west,7.0,6.926041261191125,9.9
2050,2019-03-27 12:00:00,24.9,757.6,761.7,0.6,761.7,Wind blowing from the north-west,7.0,6.926041261191125,9.9
2051,2019-03-27 13:00:00,24.9,757.6,761.7,0.6,761.7,Wind blowing from the north-west,7.0,6.926041261191125,9.9
2052,2019-03-27 14:00:00,24.8,757.1,761.1,-0.5,761.1,Wind blowing from the north-west,7.0,6.926041261191125,10.7
2053,2019-03-27 15:00:00,24.8,757.1,761.1,-0.5,761.1,Wind blowing from the north-west,7.0,6.926041261191125,10.7
2054,2019-03-27 16:00:00,24.8,757.1,761.1,-0.5,761.1,Wind blowing from the north-west,7.0,6.926041261191125,10.7
2055,2019-03-27 17:00:00,22.5,758.2,762.2,1.1,762.2,Wind blowing from the south-southeast,6.0,6.0,15.6
2056,2019-03-27 18:00:00,22.5,758.2,762.2,1.1,762.2,Wind blowing from the south-southeast,6.0,6.0,15.6
2057,2019-03-27 19:00:00,22.5,758.2,762.2,1.1,762.2,Wind blowing from the south-southeast,6.0,6.0,15.6
2058,2019-03-27 20:00:00,17.9,759.1,763.2,0.9,763.2,Wind blowing from the south-southeast,3.0,3.0,16.0
2059,2019-03-27 21:00:00,17.9,759.1,763.2,0.9,763.2,Wind blowing from the south-southeast,3.0,3.0,16.0
2060,2019-03-27 22:00:00,17.9,759.1,763.2,0.9,763.2,Wind blowing from the south-southeast,3.0,3.0,16.0
2061,2019-03-27 23:00:00,17.9,759.1,763.2,0.0,763.2,Wind blowing from the south-southeast,3.0,5.0,16.0
2062,2019-03-28 00:00:00,17.9,759.1,763.2,0.0,763.2,Wind blowing from the south-southeast,3.0,5.0,16.0
2063,2019-03-28 01:00:00,17.9,759.1,763.2,0.0,763.2,Wind blowing from the south-southeast,3.0,5.0,16.0
2064,2019-03-28 02:00:00,17.9,759.1,763.2,0.0,763.2,Wind blowing from the south-southeast,3.0,5.0,16.0
2065,2019-03-28 03:00:00,17.9,759.1,763.2,0.0,763.2,Wind blowing from the south-southeast,3.0,5.0,16.0
2066,2019-03-28 04:00:00,17.9,759.1,763.2,0.0,763.2,Wind blowing from the south-southeast,3.0,5.0,16.0
2067,2019-03-28 05:00:00,14.6,759.6,763.7,0.5,763.7,Wind blowing from the north-northwest,3.0,4.0,13.6
2068,2019-03-28 06:00:00,14.6,759.6,763.7,0.5,763.7,Wind blowing from the north-northwest,3.0,4.0,13.6
2069,2019-03-28 07:00:00,14.6,759.6,763.7,0.5,763.7,Wind blowing from the north-northwest,3.0,4.0,13.6
2070,2019-03-28 08:00:00,16.1,760.5,764.8,0.9,764.8,Wind blowing from the north,3.0,3.0,15.5
2071,2019-03-28 09:00:00,16.1,760.5,764.8,0.9,764.8,Wind blowing from the north,3.0,3.0,15.5
2072,2019-03-28 10:00:00,16.1,760.5,764.8,0.9,764.8,Wind blowing from the north,3.0,3.0,15.5
2073,2019-03-28 11:00:00,21.6,761.2,765.3,0.7,765.3,Wind blowing from the north-northwest,5.0,6.0,14.5
2074,2019-03-28 12:00:00,21.6,761.2,765.3,0.7,765.3,Wind blowing from the north-northwest,5.0,6.0,14.5
2075,2019-03-28 13:00:00,21.6,761.2,765.3,0.7,765.3,Wind blowing from the north-northwest,5.0,6.0,14.5
2076,2019-03-28 14:00:00,22.9,760.3,764.2,-0.9,764.2,Wind blowing from the west-northwest,7.0,6.926041261191125,13.4
2077,2019-03-28 15:00:00,22.9,760.3,764.2,-0.9,764.2,Wind blowing from the west-northwest,7.0,6.926041261191125,13.4
2078,2019-03-28 16:00:00,22.9,760.3,764.2,-0.9,764.2,Wind blowing from the west-northwest,7.0,6.926041261191125,13.4
2079,2019-03-28 17:00:00,22.9,760.3,764.2,0.0,764.2,Wind blowing from the west-northwest,7.0,6.926041261191125,13.4
2080,2019-03-28 18:00:00,22.9,760.3,764.2,0.0,764.2,Wind blowing from the west-northwest,7.0,6.926041261191125,13.4
2081,2019-03-28 19:00:00,22.9,760.3,764.2,0.0,764.2,Wind blowing from the west-northwest,7.0,6.926041261191125,13.4
2082,2019-03-28 20:00:00,19.1,760.4,764.7,0.1,764.7,Wind blowing from the north-west,5.0,5.0,16.5
2083,2019-03-28 21:00:00,19.1,760.4,764.7,0.1,764.7,Wind blowing from the north-west,5.0,5.0,16.5
2084,2019-03-28 22:00:00,19.1,760.4,764.7,0.1,764.7,Wind blowing from the north-west,5.0,5.0,16.5
2085,2019-03-28 23:00:00,18.5,760.9,765.1,0.5,765.1,Wind blowing from the north-west,3.0,3.0,17.6
2086,2019-03-29 00:00:00,18.5,760.9,765.1,0.5,765.1,Wind blowing from the north-west,3.0,3.0,17.6
2087,2019-03-29 01:00:00,18.5,760.9,765.1,0.5,765.1,Wind blowing from the north-west,3.0,3.0,17.6
2088,2019-03-29 02:00:00,17.9,760.2,764.4,-0.7,764.4,Wind blowing from the south-east,1.0,1.0,17.1
2089,2019-03-29 03:00:00,17.9,760.2,764.4,-0.7,764.4,Wind blowing from the south-east,1.0,1.0,17.1
2090,2019-03-29 04:00:00,17.9,760.2,764.4,-0.7,764.4,Wind blowing from the south-east,1.0,1.0,17.1
2091,2019-03-29 05:00:00,17.7,758.9,763.2,-1.3,763.2,Wind blowing from the south-southwest,2.0,2.0,16.9
2092,2019-03-29 06:00:00,17.7,758.9,763.2,-1.3,763.2,Wind blowing from the south-southwest,2.0,2.0,16.9
2093,2019-03-29 07:00:00,17.7,758.9,763.2,-1.3,763.2,Wind blowing from the south-southwest,2.0,2.0,16.9
2094,2019-03-29 08:00:00,17.3,758.9,763.1,0.0,763.1,Wind blowing from the south-west,1.0,1.0,16.8
2095,2019-03-29 09:00:00,17.3,758.9,763.1,0.0,763.1,Wind blowing from the south-west,1.0,1.0,16.8
2096,2019-03-29 10:00:00,17.3,758.9,763.1,0.0,763.1,Wind blowing from the south-west,1.0,1.0,16.8
2097,2019-03-29 11:00:00,22.6,758.8,762.9,-0.1,762.9,Wind blowing from the west,2.0,4.0,16.2
2098,2019-03-29 12:00:00,22.6,758.8,762.9,-0.1,762.9,Wind blowing from the west,2.0,4.0,16.2
2099,2019-03-29 13:00:00,22.6,758.8,762.9,-0.1,762.9,Wind blowing from the west,2.0,4.0,16.2
2100,2019-03-29 14:00:00,24.4,757.8,761.8,-1.0,761.8,Wind blowing from the north-west,6.0,10.0,15.4
2101,2019-03-29 15:00:00,24.4,757.8,761.8,-1.0,761.8,Wind blowing from the north-west,6.0,10.0,15.4
2102,2019-03-29 16:00:00,24.4,757.8,761.8,-1.0,761.8,Wind blowing from the north-west,6.0,10.0,15.4
2103,2019-03-29 17:00:00,22.2,757.2,761.2,-0.6,761.2,Wind blowing from the north-west,7.0,9.0,14.6
2104,2019-03-29 18:00:00,22.2,757.2,761.2,-0.6,761.2,Wind blowing from the north-west,7.0,9.0,14.6
2105,2019-03-29 19:00:00,22.2,757.2,761.2,-0.6,761.2,Wind blowing from the north-west,7.0,9.0,14.6
2106,2019-03-29 20:00:00,18.6,758.6,762.7,1.4,762.7,Wind blowing from the north-northwest,3.0,6.0,15.4
2107,2019-03-29 21:00:00,18.6,758.6,762.7,1.4,762.7,Wind blowing from the north-northwest,3.0,6.0,15.4
2108,2019-03-29 22:00:00,18.6,758.6,762.7,1.4,762.7,Wind blowing from the north-northwest,3.0,6.0,15.4
2109,2019-03-29 23:00:00,16.5,759.2,763.5,0.6,763.5,Wind blowing from the east-northeast,2.0,3.0,14.7
2110,2019-03-30 00:00:00,16.5,759.2,763.5,0.6,763.5,Wind blowing from the east-northeast,2.0,3.0,14.7
2111,2019-03-30 01:00:00,16.5,759.2,763.5,0.6,763.5,Wind blowing from the east-northeast,2.0,3.0,14.7
2112,2019-03-30 02:00:00,16.5,758.5,762.7,-0.7,762.7,Wind blowing from the north-east,3.0,5.0,15.0
2113,2019-03-30 03:00:00,16.5,758.5,762.7,-0.7,762.7,Wind blowing from the north-east,3.0,5.0,15.0
2114,2019-03-30 04:00:00,16.5,758.5,762.7,-0.7,762.7,Wind blowing from the north-east,3.0,5.0,15.0
2115,2019-03-30 05:00:00,17.3,758.6,762.7,0.1,762.7,Wind blowing from the north-northeast,2.0,3.0,15.6
2116,2019-03-30 06:00:00,17.3,758.6,762.7,0.1,762.7,Wind blowing from the north-northeast,2.0,3.0,15.6
2117,2019-03-30 07:00:00,17.3,758.6,762.7,0.1,762.7,Wind blowing from the north-northeast,2.0,3.0,15.6
2118,2019-03-30 08:00:00,18.0,759.7,763.8,1.1,763.8,Wind blowing from the north-northwest,2.0,3.0,16.5
2119,2019-03-30 09:00:00,18.0,759.7,763.8,1.1,763.8,Wind blowing from the north-northwest,2.0,3.0,16.5
2120,2019-03-30 10:00:00,18.0,759.7,763.8,1.1,763.8,Wind blowing from the north-northwest,2.0,3.0,16.5
2121,2019-03-30 11:00:00,23.5,759.8,763.9,0.1,763.9,Wind blowing from the east,2.0,3.0,15.1
2122,2019-03-30 12:00:00,23.5,759.8,763.9,0.1,763.9,Wind blowing from the east,2.0,3.0,15.1
2123,2019-03-30 13:00:00,23.5,759.8,763.9,0.1,763.9,Wind blowing from the east,2.0,3.0,15.1
2124,2019-03-30 14:00:00,25.0,759.3,763.3,-0.5,763.3,Wind blowing from the west-northwest,5.0,6.0,14.0
2125,2019-03-30 15:00:00,25.0,759.3,763.3,-0.5,763.3,Wind blowing from the west-northwest,5.0,6.0,14.0
2126,2019-03-30 16:00:00,25.0,759.3,763.3,-0.5,763.3,Wind blowing from the west-northwest,5.0,6.0,14.0
2127,2019-03-30 17:00:00,25.0,759.3,763.3,0.0,763.3,Wind blowing from the west-northwest,5.0,8.0,14.0
2128,2019-03-30 18:00:00,25.0,759.3,763.3,0.0,763.3,Wind blowing from the west-northwest,5.0,8.0,14.0
2129,2019-03-30 19:00:00,25.0,759.3,763.3,0.0,763.3,Wind blowing from the west-northwest,5.0,8.0,14.0
2130,2019-03-30 20:00:00,18.4,760.0,764.1,0.7,764.1,Wind blowing from the south,6.0,8.0,16.0
2131,2019-03-30 21:00:00,18.4,760.0,764.1,0.7,764.1,Wind blowing from the south,6.0,8.0,16.0
2132,2019-03-30 22:00:00,18.4,760.0,764.1,0.7,764.1,Wind blowing from the south,6.0,8.0,16.0
2133,2019-03-30 23:00:00,17.8,760.1,764.2,0.1,764.2,Wind blowing from the south,5.0,6.0,14.7
2134,2019-03-31 00:00:00,17.8,760.1,764.2,0.1,764.2,Wind blowing from the south,5.0,6.0,14.7
2135,2019-03-31 01:00:00,17.8,760.1,764.2,0.1,764.2,Wind blowing from the south,5.0,6.0,14.7
2136,2019-03-31 02:00:00,17.5,759.6,763.7,-0.5,763.7,Wind blowing from the south,5.0,6.0,13.6
2137,2019-03-31 03:00:00,17.5,759.6,763.7,-0.5,763.7,Wind blowing from the south,5.0,6.0,13.6
2138,2019-03-31 04:00:00,17.5,759.6,763.7,-0.5,763.7,Wind blowing from the south,5.0,6.0,13.6
2139,2019-03-31 05:00:00,16.5,759.0,763.1,-0.6,763.1,Wind blowing from the south,6.0,7.0,11.0
2140,2019-03-31 06:00:00,16.5,759.0,763.1,-0.6,763.1,Wind blowing from the south,6.0,7.0,11.0
2141,2019-03-31 07:00:00,16.5,759.0,763.1,-0.6,763.1,Wind blowing from the south,6.0,7.0,11.0
2142,2019-03-31 08:00:00,16.8,759.0,763.1,0.0,763.1,Wind blowing from the south,4.0,6.0,10.2
2143,2019-03-31 09:00:00,16.8,759.0,763.1,0.0,763.1,Wind blowing from the south,4.0,6.0,10.2
2144,2019-03-31 10:00:00,16.8,759.0,763.1,0.0,763.1,Wind blowing from the south,4.0,6.0,10.2
2145,2019-03-31 11:00:00,18.2,759.6,763.9,0.6,763.9,Wind blowing from the south,3.0,8.0,9.8
2146,2019-03-31 12:00:00,18.2,759.6,763.9,0.6,763.9,Wind blowing from the south,3.0,8.0,9.8
2147,2019-03-31 13:00:00,18.2,759.6,763.9,0.6,763.9,Wind blowing from the south,3.0,8.0,9.8
2148,2019-03-31 14:00:00,21.3,758.1,762.2,-1.5,762.2,Wind blowing from the north-northeast,2.0,5.0,9.5
2149,2019-03-31 15:00:00,21.3,758.1,762.2,-1.5,762.2,Wind blowing from the north-northeast,2.0,5.0,9.5
2150,2019-03-31 16:00:00,21.3,758.1,762.2,-1.5,762.2,Wind blowing from the north-northeast,2.0,5.0,9.5
2151,2019-03-31 17:00:00,19.2,758.7,762.7,0.6,762.7,Wind blowing from the north-west,5.0,6.926041261191125,9.8
2152,2019-03-31 18:00:00,19.2,758.7,762.7,0.6,762.7,Wind blowing from the north-west,5.0,6.926041261191125,9.8
2153,2019-03-31 19:00:00,19.2,758.7,762.7,0.6,762.7,Wind blowing from the north-west,5.0,6.926041261191125,9.8
2154,2019-03-31 20:00:00,17.5,759.3,763.4,0.6,763.4,Wind blowing from the north-northwest,4.0,8.0,10.9
2155,2019-03-31 21:00:00,17.5,759.3,763.4,0.6,763.4,Wind blowing from the north-northwest,4.0,8.0,10.9
2156,2019-03-31 22:00:00,17.5,759.3,763.4,0.6,763.4,Wind blowing from the north-northwest,4.0,8.0,10.9
2157,2019-03-31 23:00:00,15.4,760.8,764.9,1.5,764.9,Wind blowing from the east-southeast,2.0,6.926041261191125,13.5
2158,2019-04-01 00:00:00,15.4,760.8,764.9,1.5,764.9,Wind blowing from the east-southeast,2.0,6.926041261191125,13.5
2159,2019-04-01 01:00:00,15.4,760.8,764.9,1.5,764.9,Wind blowing from the east-southeast,2.0,6.926041261191125,13.5
2160,2019-04-01 02:00:00,18.5,754.8,758.8,-1.2,758.8,Wind blowing from the south-west,5.0,6.926041261191125,15.7
2161,2019-04-01 03:00:00,18.5,754.8,758.8,-1.2,758.8,Wind blowing from the south-west,5.0,6.926041261191125,15.7
2162,2019-04-01 04:00:00,18.5,754.8,758.8,-1.2,758.8,Wind blowing from the south-west,5.0,6.926041261191125,15.7
2163,2019-04-01 05:00:00,17.7,754.3,758.4,-0.5,758.4,Wind blowing from the south-west,4.0,6.926041261191125,15.9
2164,2019-04-01 06:00:00,17.7,754.3,758.4,-0.5,758.4,Wind blowing from the south-west,4.0,6.926041261191125,15.9
2165,2019-04-01 07:00:00,17.7,754.3,758.4,-0.5,758.4,Wind blowing from the south-west,4.0,6.926041261191125,15.9
2166,2019-04-01 08:00:00,20.4,755.5,759.5,1.2,759.5,Wind blowing from the west,3.0,6.926041261191125,15.7
2167,2019-04-01 09:00:00,20.4,755.5,759.5,1.2,759.5,Wind blowing from the west,3.0,6.926041261191125,15.7
2168,2019-04-01 10:00:00,20.4,755.5,759.5,1.2,759.5,Wind blowing from the west,3.0,6.926041261191125,15.7
2169,2019-04-01 11:00:00,24.0,756.4,760.5,0.9,760.5,Wind blowing from the south,7.0,6.926041261191125,15.6
2170,2019-04-01 12:00:00,24.0,756.4,760.5,0.9,760.5,Wind blowing from the south,7.0,6.926041261191125,15.6
2171,2019-04-01 13:00:00,24.0,756.4,760.5,0.9,760.5,Wind blowing from the south,7.0,6.926041261191125,15.6
2172,2019-04-01 14:00:00,26.2,756.3,760.3,-0.1,760.3,Wind blowing from the south,9.0,13.0,15.8
2173,2019-04-01 15:00:00,26.2,756.3,760.3,-0.1,760.3,Wind blowing from the south,9.0,13.0,15.8
2174,2019-04-01 16:00:00,26.2,756.3,760.3,-0.1,760.3,Wind blowing from the south,9.0,13.0,15.8
2175,2019-04-01 17:00:00,24.4,757.0,760.9,0.7,760.9,Wind blowing from the south,9.0,12.0,15.7
2176,2019-04-01 18:00:00,24.4,757.0,760.9,0.7,760.9,Wind blowing from the south,9.0,12.0,15.7
2177,2019-04-01 19:00:00,24.4,757.0,760.9,0.7,760.9,Wind blowing from the south,9.0,12.0,15.7
2178,2019-04-01 20:00:00,21.2,758.2,762.2,1.2,762.2,Wind blowing from the south,9.0,13.0,16.2
2179,2019-04-01 21:00:00,21.2,758.2,762.2,1.2,762.2,Wind blowing from the south,9.0,13.0,16.2
2180,2019-04-01 22:00:00,21.2,758.2,762.2,1.2,762.2,Wind blowing from the south,9.0,13.0,16.2
2181,2019-04-01 23:00:00,21.2,758.2,762.2,0.0,762.2,Wind blowing from the south,9.0,6.926041261191125,16.2
2182,2019-04-02 00:00:00,21.2,758.2,762.2,0.0,762.2,Wind blowing from the south,9.0,6.926041261191125,16.2
