,Local time in Cape Town,T,Po,P,Pa,U,DD,Ff,ff10,Td
0,2019-01-01 02:00:00,19.2,756.7,760.9,-0.6,760.9,Wind blowing from the south-southwest,5.0,7.0,16.5
1,2019-01-01 03:00:00,19.2,756.7,760.9,-0.6,760.9,Wind blowing from the south-southwest,5.0,7.0,16.5
2,2019-01-01 04:00:00,19.2,756.7,760.9,-0.6,760.9,Wind blowing from the south-southwest,5.0,7.0,16.5
3,2019-01-01 05:00:00,19.1,757.3,761.3,0.6,761.3,Wind blowing from the south-southwest,4.0,6.926041261191125,14.4
4,2019-01-01 06:00:00,19.1,757.3,761.3,0.6,761.3,Wind blowing from the south-southwest,4.0,6.926041261191125,14.4
5,2019-01-01 07:00:00,19.1,757.3,761.3,0.6,761.3,Wind blowing from the south-southwest,4.0,6.926041261191125,14.4
6,2019-01-01 08:00:00,20.9,758.5,762.5,1.2,762.5,Wind blowing from the south-west,2.0,3.0,12.5
7,2019-01-01 09:00:00,20.9,758.5,762.5,1.2,762.5,Wind blowing from the south-west,2.0,3.0,12.5
8,2019-01-01 10:00:00,20.9,758.5,762.5,1.2,762.5,Wind blowing from the south-west,2.0,3.0,12.5
9,2019-01-01 11:00:00,23.8,758.9,763.0,0.4,763.0,Wind blowing from the north,3.0,6.0,12.5
10,2019-01-01 12:00:00,23.8,758.9,763.0,0.4,763.0,Wind blowing from the north,3.0,6.0,12.5
11,2019-01-01 13:00:00,23.8,758.9,763.0,0.4,763.0,Wind blowing from the north,3.0,6.0,12.5
12,2019-01-01 14:00:00,26.9,759.1,763.0,0.2,763.0,Wind blowing from the south-southwest,5.0,8.0,13.9
13,2019-01-01 15:00:00,26.9,759.1,763.0,0.2,763.0,Wind blowing from the south-southwest,5.0,8.0,13.9
14,2019-01-01 16:00:00,26.9,759.1,763.0,0.2,763.0,Wind blowing from the south-southwest,5.0,8.0,13.9
15,2019-01-01 17:00:00,26.9,759.1,763.0,0.0,763.0,Wind blowing from the south-southwest,5.0,8.0,13.9
16,2019-01-01 18:00:00,26.9,759.1,763.0,0.0,763.0,Wind blowing from the south-southwest,5.0,8.0,13.9
17,2019-01-01 19:00:00,26.9,759.1,763.0,0.0,763.0,Wind blowing from the south-southwest,5.0,8.0,13.9
18,2019-01-01 20:00:00,26.9,759.1,763.0,0.0,763.0,Wind blowing from the south-southwest,5.0,10.0,13.9
19,2019-01-01 21:00:00,26.9,759.1,763.0,0.0,763.0,Wind blowing from the south-southwest,5.0,10.0,13.9
20,2019-01-01 22:00:00,26.9,759.1,763.0,0.0,763.0,Wind blowing from the south-southwest,5.0,10.0,13.9
21,2019-01-01 23:00:00,18.4,761.7,765.8,2.6,765.8,Wind blowing from the south-southeast,10.0,13.0,12.3
22,2019-01-02 00:00:00,18.4,761.7,765.8,2.6,765.8,Wind blowing from the south-southeast,10.0,13.0,12.3
23,2019-01-02 01:00:00,18.4,761.7,765.8,2.6,765.8,Wind blowing from the south-southeast,10.0,13.0,12.3
24,2019-01-02 02:00:00,21.2,755.9,760.0,-0.4,760.0,Wind blowing from the south-east,5.0,8.0,12.9
25,2019-01-02 03:00:00,21.2,755.9,760.0,-0.4,760.0,Wind blowing from the south-east,5.0,8.0,12.9
26,2019-01-02 04:00:00,21.2,755.9,760.0,-0.4,760.0,Wind blowing from the south-east,5.0,8.0,12.9
27,2019-01-02 05:00:00,21.2,755.9,760.0,-0.4,760.0,Wind blowing from the south-east,5.0,8.0,12.9
28,2019-01-02 06:00:00,21.2,755.9,760.0,-0.4,760.0,Wind blowing from the south-east,5.0,8.0,12.9
29,2019-01-02 07:00:00,21.2,755.9,760.0,-0.4,760.0,Wind blowing from the south-east,5.0,8.0,12.9
30,2019-01-02 08:00:00,24.5,756.6,760.6,0.004967367657722998,760.6,Wind blowing from the south-east,4.0,6.0,14.5
31,2019-01-02 09:00:00,24.5,756.6,760.6,0.004967367657722998,760.6,Wind blowing from the south-east,4.0,6.0,14.5
32,2019-01-02 10:00:00,24.5,756.6,760.6,0.004967367657722998,760.6,Wind blowing from the south-east,4.0,6.0,14.5
33,2019-01-02 11:00:00,30.1,756.3,760.2,-0.3,760.2,Wind blowing from the south-southeast,7.0,8.0,13.6
34,2019-01-02 12:00:00,30.1,756.3,760.2,-0.3,760.2,Wind blowing from the south-southeast,7.0,8.0,13.6
35,2019-01-02 13:00:00,30.1,756.3,760.2,-0.3,760.2,Wind blowing from the south-southeast,7.0,8.0,13.6
36,2019-01-02 14:00:00,30.1,756.3,760.2,-0.3,760.2,Wind blowing from the south-southeast,7.0,8.0,13.6
37,2019-01-02 15:00:00,30.1,756.3,760.2,-0.3,760.2,Wind blowing from the south-southeast,7.0,8.0,13.6
38,2019-01-02 16:00:00,30.1,756.3,760.2,-0.3,760.2,Wind blowing from the south-southeast,7.0,8.0,13.6
39,2019-01-02 17:00:00,30.6,753.3,757.2,0.004967367657722998,757.2,Wind blowing from the south-east,10.0,10.0,15.1
40,2019-01-02 18:00:00,30.6,753.3,757.2,0.004967367657722998,757.2,Wind blowing from the south-east,10.0,10.0,15.1
41,2019-01-02 19:00:00,30.6,753.3,757.2,0.004967367657722998,757.2,Wind blowing from the south-east,10.0,10.0,15.1
42,2019-01-02 20:00:00,30.6,753.3,757.2,0.0,757.2,Wind blowing from the south-east,10.0,6.926041261191125,15.1
43,2019-01-02 21:00:00,30.6,753.3,757.2,0.0,757.2,Wind blowing from the south-east,10.0,6.926041261191125,15.1
44,2019-01-02 22:00:00,30.6,753.3,757.2,0.0,757.2,Wind blowing from the south-east,10.0,6.926041261191125,15.1
45,2019-01-02 23:00:00,22.0,753.7,757.8,0.4,757.8,Wind blowing from the south-southeast,4.0,5.0,15.1
46,2019-01-03 00:00:00,22.0,753.7,757.8,0.4,757.8,Wind blowing from the south-southeast,4.0,5.0,15.1
47,2019-01-03 01:00:00,22.0,753.7,757.8,0.4,757.8,Wind blowing from the south-southeast,4.0,5.0,15.1
48,2019-01-03 02:00:00,19.9,759.2,763.3,-0.9,763.3,Wind blowing from the north-northwest,3.0,4.0,18.2
49,2019-01-03 03:00:00,19.9,759.2,763.3,-0.9,763.3,Wind blowing from the north-northwest,3.0,4.0,18.2
50,2019-01-03 04:00:00,19.9,759.2,763.3,-0.9,763.3,Wind blowing from the north-northwest,3.0,4.0,18.2
51,2019-01-03 05:00:00,19.5,758.4,762.5,-0.8,762.5,Wind blowing from the west-southwest,2.0,4.0,18.5
52,2019-01-03 06:00:00,19.5,758.4,762.5,-0.8,762.5,Wind blowing from the west-southwest,2.0,4.0,18.5
53,2019-01-03 07:00:00,19.5,758.4,762.5,-0.8,762.5,Wind blowing from the west-southwest,2.0,4.0,18.5
54,2019-01-03 08:00:00,18.8,759.7,763.9,1.3,763.9,Wind blowing from the south,2.0,4.0,16.7
55,2019-01-03 09:00:00,18.8,759.7,763.9,1.3,763.9,Wind blowing from the south,2.0,4.0,16.7
56,2019-01-03 10:00:00,18.8,759.7,763.9,1.3,763.9,Wind blowing from the south,2.0,4.0,16.7
57,2019-01-03 11:00:00,23.8,759.7,764.0,0.0,764.0,Wind blowing from the south,4.0,6.926041261191125,14.0
58,2019-01-03 12:00:00,23.8,759.7,764.0,0.0,764.0,Wind blowing from the south,4.0,6.926041261191125,14.0
59,2019-01-03 13:00:00,23.8,759.7,764.0,0.0,764.0,Wind blowing from the south,4.0,6.926041261191125,14.0
60,2019-01-03 14:00:00,25.5,758.7,763.0,-1.0,763.0,Wind blowing from the south,4.0,6.0,12.9
61,2019-01-03 15:00:00,25.5,758.7,763.0,-1.0,763.0,Wind blowing from the south,4.0,6.0,12.9
62,2019-01-03 16:00:00,25.5,758.7,763.0,-1.0,763.0,Wind blowing from the south,4.0,6.0,12.9
63,2019-01-03 17:00:00,24.5,758.1,762.1,-0.6,762.1,Wind blowing from the south,7.0,9.0,13.2
64,2019-01-03 18:00:00,24.5,758.1,762.1,-0.6,762.1,Wind blowing from the south,7.0,9.0,13.2
65,2019-01-03 19:00:00,24.5,758.1,762.1,-0.6,762.1,Wind blowing from the south,7.0,9.0,13.2
66,2019-01-03 20:00:00,19.8,758.2,762.2,0.1,762.2,Wind blowing from the south,5.0,7.0,15.7
67,2019-01-03 21:00:00,19.8,758.2,762.2,0.1,762.2,Wind blowing from the south,5.0,7.0,15.7
68,2019-01-03 22:00:00,19.8,758.2,762.2,0.1,762.2,Wind blowing from the south,5.0,7.0,15.7
69,2019-01-03 23:00:00,18.0,758.5,762.8,0.3,762.8,Wind blowing from the south-southeast,3.0,3.0,15.6
70,2019-01-04 00:00:00,18.0,758.5,762.8,0.3,762.8,Wind blowing from the south-southeast,3.0,3.0,15.6
71,2019-01-04 01:00:00,18.0,758.5,762.8,0.3,762.8,Wind blowing from the south-southeast,3.0,3.0,15.6
72,2019-01-04 02:00:00,14.8,761.8,766.0,1.0,766.0,Wind blowing from the south,3.0,4.0,10.3
73,2019-01-04 03:00:00,14.8,761.8,766.0,1.0,766.0,Wind blowing from the south,3.0,4.0,10.3
74,2019-01-04 04:00:00,14.8,761.8,766.0,1.0,766.0,Wind blowing from the south,3.0,4.0,10.3
75,2019-01-04 05:00:00,14.1,762.1,766.3,0.3,766.3,Wind blowing from the south-southwest,3.0,5.0,7.0
76,2019-01-04 06:00:00,14.1,762.1,766.3,0.3,766.3,Wind blowing from the south-southwest,3.0,5.0,7.0
77,2019-01-04 07:00:00,14.1,762.1,766.3,0.3,766.3,Wind blowing from the south-southwest,3.0,5.0,7.0
78,2019-01-04 08:00:00,14.1,762.1,766.3,0.0,766.3,Wind blowing from the south-southwest,3.0,5.0,7.0
79,2019-01-04 09:00:00,14.1,762.1,766.3,0.0,766.3,Wind blowing from the south-southwest,3.0,5.0,7.0
80,2019-01-04 10:00:00,14.1,762.1,766.3,0.0,766.3,Wind blowing from the south-southwest,3.0,5.0,7.0
81,2019-01-04 11:00:00,18.2,764.8,768.9,2.7,768.9,Wind blowing from the south,6.0,7.0,6.7
82,2019-01-04 12:00:00,18.2,764.8,768.9,2.7,768.9,Wind blowing from the south,6.0,7.0,6.7
83,2019-01-04 13:00:00,18.2,764.8,768.9,2.7,768.9,Wind blowing from the south,6.0,7.0,6.7
84,2019-01-04 14:00:00,18.9,763.9,768.0,-0.9,768.0,Wind blowing from the south,7.0,9.0,4.6
85,2019-01-04 15:00:00,18.9,763.9,768.0,-0.9,768.0,Wind blowing from the south,7.0,9.0,4.6
86,2019-01-04 16:00:00,18.9,763.9,768.0,-0.9,768.0,Wind blowing from the south,7.0,9.0,4.6
87,2019-01-04 17:00:00,17.5,763.0,767.2,-0.9,767.2,Wind blowing from the south,10.0,12.0,6.1
88,2019-01-04 18:00:00,17.5,763.0,767.2,-0.9,767.2,Wind blowing from the south,10.0,12.0,6.1
89,2019-01-04 19:00:00,17.5,763.0,767.2,-0.9,767.2,Wind blowing from the south,10.0,12.0,6.1
90,2019-01-04 20:00:00,15.3,763.6,767.8,0.6,767.8,Wind blowing from the south-southeast,8.0,10.0,8.7
91,2019-01-04 21:00:00,15.3,763.6,767.8,0.6,767.8,Wind blowing from the south-southeast,8.0,10.0,8.7
92,2019-01-04 22:00:00,15.3,763.6,767.8,0.6,767.8,Wind blowing from the south-southeast,8.0,10.0,8.7
93,2019-01-04 23:00:00,15.3,763.1,767.3,-0.5,767.3,Wind blowing from the south-southeast,8.0,8.0,5.5
94,2019-01-05 00:00:00,15.3,763.1,767.3,-0.5,767.3,Wind blowing from the south-southeast,8.0,8.0,5.5
95,2019-01-05 01:00:00,15.3,763.1,767.3,-0.5,767.3,Wind blowing from the south-southeast,8.0,8.0,5.5
96,2019-01-05 02:00:00,15.3,760.9,765.1,-0.1,765.1,Wind blowing from the north-northwest,3.0,5.0,14.8
97,2019-01-05 03:00:00,15.3,760.9,765.1,-0.1,765.1,Wind blowing from the north-northwest,3.0,5.0,14.8
98,2019-01-05 04:00:00,15.3,760.9,765.1,-0.1,765.1,Wind blowing from the north-northwest,3.0,5.0,14.8
99,2019-01-05 05:00:00,15.3,760.9,765.1,-0.1,765.1,Wind blowing from the north-northwest,3.0,5.0,14.8
100,2019-01-05 06:00:00,15.3,760.9,765.1,-0.1,765.1,Wind blowing from the north-northwest,3.0,5.0,14.8
101,2019-01-05 07:00:00,15.3,760.9,765.1,-0.1,765.1,Wind blowing from the north-northwest,3.0,5.0,14.8
102,2019-01-05 08:00:00,14.1,760.5,764.7,0.004967367657722998,764.7,Wind blowing from the north-northeast,2.0,3.0,13.8
103,2019-01-05 09:00:00,14.1,760.5,764.7,0.004967367657722998,764.7,Wind blowing from the north-northeast,2.0,3.0,13.8
104,2019-01-05 10:00:00,14.1,760.5,764.7,0.004967367657722998,764.7,Wind blowing from the north-northeast,2.0,3.0,13.8
105,2019-01-05 11:00:00,15.9,759.5,763.6,-1.0,763.6,Wind blowing from the south-west,2.0,3.0,15.5
106,2019-01-05 12:00:00,15.9,759.5,763.6,-1.0,763.6,Wind blowing from the south-west,2.0,3.0,15.5
107,2019-01-05 13:00:00,15.9,759.5,763.6,-1.0,763.6,Wind blowing from the south-west,2.0,3.0,15.5
108,2019-01-05 14:00:00,21.7,757.3,761.3,-2.2,761.3,Wind blowing from the west,1.0,5.0,13.0
109,2019-01-05 15:00:00,21.7,757.3,761.3,-2.2,761.3,Wind blowing from the west,1.0,5.0,13.0
110,2019-01-05 16:00:00,21.7,757.3,761.3,-2.2,761.3,Wind blowing from the west,1.0,5.0,13.0
111,2019-01-05 17:00:00,18.4,756.7,760.9,-0.6,760.9,Wind blowing from the south-southeast,2.0,3.0,13.7
112,2019-01-05 18:00:00,18.4,756.7,760.9,-0.6,760.9,Wind blowing from the south-southeast,2.0,3.0,13.7
113,2019-01-05 19:00:00,18.4,756.7,760.9,-0.6,760.9,Wind blowing from the south-southeast,2.0,3.0,13.7
114,2019-01-05 20:00:00,12.5,756.9,761.0,0.2,761.0,Wind blowing from the north-northeast,2.0,3.0,12.0
115,2019-01-05 21:00:00,12.5,756.9,761.0,0.2,761.0,Wind blowing from the north-northeast,2.0,3.0,12.0
116,2019-01-05 22:00:00,12.5,756.9,761.0,0.2,761.0,Wind blowing from the north-northeast,2.0,3.0,12.0
117,2019-01-05 23:00:00,12.8,756.2,760.4,-0.7,760.4,Wind blowing from the north-east,2.0,2.0,12.4
118,2019-01-06 00:00:00,12.8,756.2,760.4,-0.7,760.4,Wind blowing from the north-east,2.0,2.0,12.4
119,2019-01-06 01:00:00,12.8,756.2,760.4,-0.7,760.4,Wind blowing from the north-east,2.0,2.0,12.4
120,2019-01-06 02:00:00,10.5,760.4,764.7,-0.5,764.7,Wind blowing from the east-northeast,2.0,6.926041261191125,10.1
121,2019-01-06 03:00:00,10.5,760.4,764.7,-0.5,764.7,Wind blowing from the east-northeast,2.0,6.926041261191125,10.1
122,2019-01-06 04:00:00,10.5,760.4,764.7,-0.5,764.7,Wind blowing from the east-northeast,2.0,6.926041261191125,10.1
123,2019-01-06 05:00:00,9.7,759.7,764.0,-0.7,764.0,Wind blowing from the north-northwest,2.0,2.0,9.7
124,2019-01-06 06:00:00,9.7,759.7,764.0,-0.7,764.0,Wind blowing from the north-northwest,2.0,2.0,9.7
125,2019-01-06 07:00:00,9.7,759.7,764.0,-0.7,764.0,Wind blowing from the north-northwest,2.0,2.0,9.7
126,2019-01-06 08:00:00,9.4,760.4,764.7,0.7,764.7,Wind blowing from the west,2.0,3.0,9.4
127,2019-01-06 09:00:00,9.4,760.4,764.7,0.7,764.7,Wind blowing from the west,2.0,3.0,9.4
128,2019-01-06 10:00:00,9.4,760.4,764.7,0.7,764.7,Wind blowing from the west,2.0,3.0,9.4
129,2019-01-06 11:00:00,12.6,761.3,765.5,0.9,765.5,Wind blowing from the north,3.0,6.0,12.6
130,2019-01-06 12:00:00,12.6,761.3,765.5,0.9,765.5,Wind blowing from the north,3.0,6.0,12.6
131,2019-01-06 13:00:00,12.6,761.3,765.5,0.9,765.5,Wind blowing from the north,3.0,6.0,12.6
132,2019-01-06 14:00:00,16.9,760.0,764.2,-1.3,764.2,Wind blowing from the north-northwest,5.0,5.0,13.3
133,2019-01-06 15:00:00,16.9,760.0,764.2,-1.3,764.2,Wind blowing from the north-northwest,5.0,5.0,13.3
134,2019-01-06 16:00:00,16.9,760.0,764.2,-1.3,764.2,Wind blowing from the north-northwest,5.0,5.0,13.3
135,2019-01-06 17:00:00,16.3,759.9,764.0,-0.1,764.0,Wind blowing from the north-northwest,5.0,5.0,13.4
136,2019-01-06 18:00:00,16.3,759.9,764.0,-0.1,764.0,Wind blowing from the north-northwest,5.0,5.0,13.4
137,2019-01-06 19:00:00,16.3,759.9,764.0,-0.1,764.0,Wind blowing from the north-northwest,5.0,5.0,13.4
138,2019-01-06 20:00:00,13.3,761.2,765.4,1.3,765.4,Wind blowing from the north-west,4.0,4.0,13.1
139,2019-01-06 21:00:00,13.3,761.2,765.4,1.3,765.4,Wind blowing from the north-west,4.0,4.0,13.1
140,2019-01-06 22:00:00,13.3,761.2,765.4,1.3,765.4,Wind blowing from the north-west,4.0,4.0,13.1
141,2019-01-06 23:00:00,12.6,762.1,766.3,0.9,766.3,Wind blowing from the north-northwest,1.0,2.0,12.6
142,2019-01-07 00:00:00,12.6,762.1,766.3,0.9,766.3,Wind blowing from the north-northwest,1.0,2.0,12.6
143,2019-01-07 01:00:00,12.6,762.1,766.3,0.9,766.3,Wind blowing from the north-northwest,1.0,2.0,12.6
144,2019-01-07 02:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,10.0,8.0
145,2019-01-07 03:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,10.0,8.0
146,2019-01-07 04:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,10.0,8.0
147,2019-01-07 05:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,6.926041261191125,8.0
148,2019-01-07 06:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,6.926041261191125,8.0
149,2019-01-07 07:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,6.926041261191125,8.0
150,2019-01-07 08:00:00,13.0,758.6,762.7,4.5,762.7,Wind blowing from the west-southwest,4.0,7.0,10.1
151,2019-01-07 09:00:00,13.0,758.6,762.7,4.5,762.7,Wind blowing from the west-southwest,4.0,7.0,10.1
152,2019-01-07 10:00:00,13.0,758.6,762.7,4.5,762.7,Wind blowing from the west-southwest,4.0,7.0,10.1
153,2019-01-07 11:00:00,15.5,760.9,765.1,2.3,765.1,Wind blowing from the west-northwest,3.0,6.0,10.3
154,2019-01-07 12:00:00,15.5,760.9,765.1,2.3,765.1,Wind blowing from the west-northwest,3.0,6.0,10.3
155,2019-01-07 13:00:00,15.5,760.9,765.1,2.3,765.1,Wind blowing from the west-northwest,3.0,6.0,10.3
156,2019-01-07 14:00:00,15.9,760.9,765.0,0.0,765.0,Wind blowing from the west-northwest,8.0,8.0,9.2
157,2019-01-07 15:00:00,15.9,760.9,765.0,0.0,765.0,Wind blowing from the west-northwest,8.0,8.0,9.2
158,2019-01-07 16:00:00,15.9,760.9,765.0,0.0,765.0,Wind blowing from the west-northwest,8.0,8.0,9.2
159,2019-01-07 17:00:00,14.6,761.8,766.0,0.9,766.0,Wind blowing from the west-northwest,8.0,8.0,7.9
160,2019-01-07 18:00:00,14.6,761.8,766.0,0.9,766.0,Wind blowing from the west-northwest,8.0,8.0,7.9
161,2019-01-07 19:00:00,14.6,761.8,766.0,0.9,766.0,Wind blowing from the west-northwest,8.0,8.0,7.9
162,2019-01-07 20:00:00,13.6,762.6,766.8,0.8,766.8,Wind blowing from the north-northwest,7.0,9.0,8.7
163,2019-01-07 21:00:00,13.6,762.6,766.8,0.8,766.8,Wind blowing from the north-northwest,7.0,9.0,8.7
164,2019-01-07 22:00:00,13.6,762.6,766.8,0.8,766.8,Wind blowing from the north-northwest,7.0,9.0,8.7
165,2019-01-07 23:00:00,13.8,763.0,767.2,0.4,767.2,Wind blowing from the north,9.0,11.0,9.4
166,2019-01-08 00:00:00,13.8,763.0,767.2,0.4,767.2,Wind blowing from the north,9.0,11.0,9.4
167,2019-01-08 01:00:00,13.8,763.0,767.2,0.4,767.2,Wind blowing from the north,9.0,11.0,9.4
168,2019-01-08 02:00:00,9.4,763.2,767.5,-1.0,767.5,Wind blowing from the west-southwest,2.0,5.0,8.5
169,2019-01-08 03:00:00,9.4,763.2,767.5,-1.0,767.5,Wind blowing from the west-southwest,2.0,5.0,8.5
170,2019-01-08 04:00:00,9.4,763.2,767.5,-1.0,767.5,Wind blowing from the west-southwest,2.0,5.0,8.5
171,2019-01-08 05:00:00,9.4,763.2,767.5,0.0,767.5,Wind blowing from the west-southwest,2.0,5.0,8.5
172,2019-01-08 06:00:00,9.4,763.2,767.5,0.0,767.5,Wind blowing from the west-southwest,2.0,5.0,8.5
173,2019-01-08 07:00:00,9.4,763.2,767.5,0.0,767.5,Wind blowing from the west-southwest,2.0,5.0,8.5
174,2019-01-08 08:00:00,8.0,762.0,766.3,-1.2,766.3,Wind blowing from the west,1.0,1.0,7.0
175,2019-01-08 09:00:00,8.0,762.0,766.3,-1.2,766.3,Wind blowing from the west,1.0,1.0,7.0
176,2019-01-08 10:00:00,8.0,762.0,766.3,-1.2,766.3,Wind blowing from the west,1.0,1.0,7.0
177,2019-01-08 11:00:00,15.2,761.5,765.7,-0.5,765.7,Wind blowing from the south-southwest,3.0,4.0,9.8
178,2019-01-08 12:00:00,15.2,761.5,765.7,-0.5,765.7,Wind blowing from the south-southwest,3.0,4.0,9.8
179,2019-01-08 13:00:00,15.2,761.5,765.7,-0.5,765.7,Wind blowing from the south-southwest,3.0,4.0,9.8
180,2019-01-08 14:00:00,19.1,759.5,763.6,-2.0,763.6,Wind blowing from the south,4.0,6.926041261191125,7.8
181,2019-01-08 15:00:00,19.1,759.5,763.6,-2.0,763.6,Wind blowing from the south,4.0,6.926041261191125,7.8
182,2019-01-08 16:00:00,19.1,759.5,763.6,-2.0,763.6,Wind blowing from the south,4.0,6.926041261191125,7.8
183,2019-01-08 17:00:00,18.0,758.2,762.3,-1.3,762.3,Wind blowing from the south-southwest,5.0,6.0,6.5
184,2019-01-08 18:00:00,18.0,758.2,762.3,-1.3,762.3,Wind blowing from the south-southwest,5.0,6.0,6.5
185,2019-01-08 19:00:00,18.0,758.2,762.3,-1.3,762.3,Wind blowing from the south-southwest,5.0,6.0,6.5
186,2019-01-08 20:00:00,13.8,758.2,762.4,0.0,762.4,Wind blowing from the south-west,4.0,4.0,10.4
187,2019-01-08 21:00:00,13.8,758.2,762.4,0.0,762.4,Wind blowing from the south-west,4.0,4.0,10.4
188,2019-01-08 22:00:00,13.8,758.2,762.4,0.0,762.4,Wind blowing from the south-west,4.0,4.0,10.4
189,2019-01-08 23:00:00,12.9,757.6,761.7,-0.6,761.7,Wind blowing from the south-west,3.0,4.0,10.4
190,2019-01-09 00:00:00,12.9,757.6,761.7,-0.6,761.7,Wind blowing from the south-west,3.0,4.0,10.4
191,2019-01-09 01:00:00,12.9,757.6,761.7,-0.6,761.7,Wind blowing from the south-west,3.0,4.0,10.4
192,2019-01-09 02:00:00,13.0,764.8,769.0,0.0,769.0,Wind blowing from the north-northeast,4.0,5.0,8.9
193,2019-01-09 03:00:00,13.0,764.8,769.0,0.0,769.0,Wind blowing from the north-northeast,4.0,5.0,8.9
194,2019-01-09 04:00:00,13.0,764.8,769.0,0.0,769.0,Wind blowing from the north-northeast,4.0,5.0,8.9
195,2019-01-09 05:00:00,13.0,764.8,769.0,0.0,769.0,Wind blowing from the north-northeast,4.0,5.0,8.9
196,2019-01-09 06:00:00,13.0,764.8,769.0,0.0,769.0,Wind blowing from the north-northeast,4.0,5.0,8.9
197,2019-01-09 07:00:00,13.0,764.8,769.0,0.0,769.0,Wind blowing from the north-northeast,4.0,5.0,8.9
198,2019-01-09 08:00:00,17.290362293352135,763.9,768.2,-0.9,768.2,Wind blowing from the north,7.0,6.926041261191125,9.2
199,2019-01-09 09:00:00,17.290362293352135,763.9,768.2,-0.9,768.2,Wind blowing from the north,7.0,6.926041261191125,9.2
200,2019-01-09 10:00:00,17.290362293352135,763.9,768.2,-0.9,768.2,Wind blowing from the north,7.0,6.926041261191125,9.2
201,2019-01-09 11:00:00,14.6,764.2,768.4,0.3,768.4,Wind blowing from the north-west,3.0,5.0,11.5
202,2019-01-09 12:00:00,14.6,764.2,768.4,0.3,768.4,Wind blowing from the north-west,3.0,5.0,11.5
203,2019-01-09 13:00:00,14.6,764.2,768.4,0.3,768.4,Wind blowing from the north-west,3.0,5.0,11.5
204,2019-01-09 14:00:00,17.9,763.0,767.2,-1.2,767.2,Wind blowing from the north-west,8.0,11.0,11.8
205,2019-01-09 15:00:00,17.9,763.0,767.2,-1.2,767.2,Wind blowing from the north-west,8.0,11.0,11.8
206,2019-01-09 16:00:00,17.9,763.0,767.2,-1.2,767.2,Wind blowing from the north-west,8.0,11.0,11.8
207,2019-01-09 17:00:00,17.3,762.7,766.9,-0.3,766.9,Wind blowing from the west-northwest,6.0,6.926041261191125,9.5
208,2019-01-09 18:00:00,17.3,762.7,766.9,-0.3,766.9,Wind blowing from the west-northwest,6.0,6.926041261191125,9.5
209,2019-01-09 19:00:00,17.3,762.7,766.9,-0.3,766.9,Wind blowing from the west-northwest,6.0,6.926041261191125,9.5
210,2019-01-09 20:00:00,14.7,763.8,768.0,1.1,768.0,Wind blowing from the west-northwest,2.0,4.0,10.3
211,2019-01-09 21:00:00,14.7,763.8,768.0,1.1,768.0,Wind blowing from the west-northwest,2.0,4.0,10.3
212,2019-01-09 22:00:00,14.7,763.8,768.0,1.1,768.0,Wind blowing from the west-northwest,2.0,4.0,10.3
213,2019-01-09 23:00:00,10.9,764.2,768.4,0.4,768.4,Wind blowing from the north-east,2.0,3.0,9.4
214,2019-01-10 00:00:00,10.9,764.2,768.4,0.4,768.4,Wind blowing from the north-east,2.0,3.0,9.4
215,2019-01-10 01:00:00,10.9,764.2,768.4,0.4,768.4,Wind blowing from the north-east,2.0,3.0,9.4
216,2019-01-10 02:00:00,13.9,764.4,768.6,-0.2,768.6,Wind blowing from the south,5.0,6.0,10.4
217,2019-01-10 03:00:00,13.9,764.4,768.6,-0.2,768.6,Wind blowing from the south,5.0,6.0,10.4
218,2019-01-10 04:00:00,13.9,764.4,768.6,-0.2,768.6,Wind blowing from the south,5.0,6.0,10.4
219,2019-01-10 05:00:00,13.6,763.0,767.2,-1.4,767.2,Wind blowing from the south-southeast,6.0,7.0,8.8
220,2019-01-10 06:00:00,13.6,763.0,767.2,-1.4,767.2,Wind blowing from the south-southeast,6.0,7.0,8.8
221,2019-01-10 07:00:00,13.6,763.0,767.2,-1.4,767.2,Wind blowing from the south-southeast,6.0,7.0,8.8
222,2019-01-10 08:00:00,15.7,763.6,767.8,0.6,767.8,Wind blowing from the south-east,4.0,5.0,9.3
223,2019-01-10 09:00:00,15.7,763.6,767.8,0.6,767.8,Wind blowing from the south-east,4.0,5.0,9.3
224,2019-01-10 10:00:00,15.7,763.6,767.8,0.6,767.8,Wind blowing from the south-east,4.0,5.0,9.3
225,2019-01-10 11:00:00,21.0,763.6,767.7,0.0,767.7,Wind blowing from the north,3.0,4.0,4.8
226,2019-01-10 12:00:00,21.0,763.6,767.7,0.0,767.7,Wind blowing from the north,3.0,4.0,4.8
227,2019-01-10 13:00:00,21.0,763.6,767.7,0.0,767.7,Wind blowing from the north,3.0,4.0,4.8
228,2019-01-10 14:00:00,21.9,762.0,766.1,-1.6,766.1,Wind blowing from the south,7.0,7.0,9.7
229,2019-01-10 15:00:00,21.9,762.0,766.1,-1.6,766.1,Wind blowing from the south,7.0,7.0,9.7
